	ref|NC_000913	ref|NC_002655	ref|NC_010658	ref|NC_011740	ref|NC_011751	ref|NC_013353	ref|NC_013716	ref|NC_013850	ref|NC_016822	ref|NC_016856	ref|NC_017328	ref|NC_017340	ref|NC_017634	ref|NC_017646	ref|NC_017728	ref|NC_017910	ref|NC_018106	ref|NC_018522	ref|NC_022912
1436894010000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894011000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894012000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894013000	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894014000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894015000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894016000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894017000	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436894018000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894019000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894020000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894021000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894022000	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
1436894023000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894024000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894025000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894026000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894027000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894028000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894029000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894030000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894031000	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1436894032000	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436894033000	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
1436894034000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894035000	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894036000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894037000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894038000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894039000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1
1436894040000	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1436894041000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894042000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894043000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894044000	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894045000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894046000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894047000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436894048000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894049000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894050000	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436894051000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894052000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894053000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894054000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894055000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894056000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894057000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894058000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894059000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894060000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436894061000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894062000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894063000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894064000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436894065000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894066000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894067000	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436894068000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894069000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894070000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894071000	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894072000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894073000	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436894074000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894075000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436894076000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894077000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894078000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894079000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436894080000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894081000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894082000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894083000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894084000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894085000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894086000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894087000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894088000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894089000	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894090000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894091000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436894092000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894093000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894094000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894095000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894096000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894097000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894098000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894099000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894100000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894101000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894102000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894103000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894104000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894105000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894106000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894107000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894108000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894109000	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1
1436894110000	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894111000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894112000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894113000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
1436894114000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894115000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894116000	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894117000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894118000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894119000	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436894120000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894121000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894122000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894123000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894124000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894125000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894126000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894127000	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1436894128000	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894129000	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1436894130000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894131000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894132000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894133000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894134000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894135000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894136000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894137000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894138000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894139000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894140000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894141000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436894142000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894143000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894144000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894145000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894146000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
1436894147000	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894148000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436894149000	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894150000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894151000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894152000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894153000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894154000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894155000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894156000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894157000	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894158000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894159000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894160000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894161000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894162000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894163000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894164000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894165000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1
1436894166000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436894167000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894168000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894169000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894170000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894171000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894172000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894173000	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894174000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894175000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894176000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894177000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894178000	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894179000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894180000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894181000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894182000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894183000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894184000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894185000	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1
1436894186000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894187000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894188000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894189000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894190000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894191000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894192000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436894193000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894194000	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1436894195000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894196000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894197000	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1436894198000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894199000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436894200000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894201000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894202000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436894203000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894204000	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1436894205000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436894206000	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894207000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894208000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894209000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894210000	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
1436894211000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894212000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894213000	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894214000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894215000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894216000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894217000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894218000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894219000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894220000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894221000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436894222000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894223000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894224000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894225000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894226000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894227000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894228000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894229000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894230000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894231000	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
1436894232000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894233000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894234000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894235000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894236000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894237000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894238000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894239000	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894240000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894241000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894242000	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436894243000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894244000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894245000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894246000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894247000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894248000	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436894249000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894250000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894251000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436894252000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894253000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894254000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894255000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894256000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894257000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894258000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894259000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894260000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894261000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
1436894262000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894263000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436894264000	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894265000	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894266000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894267000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894268000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894269000	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894270000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894271000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894272000	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1436894273000	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436894274000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894275000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894276000	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1
1436894277000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894278000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894279000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894280000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894281000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894282000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894283000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894284000	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
1436894285000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894286000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894287000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894288000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894289000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436894290000	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894291000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894292000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894293000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894294000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894295000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894296000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894297000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894298000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894299000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894300000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894301000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894302000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436894303000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894304000	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436894305000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894306000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894307000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894308000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894309000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894310000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894311000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894312000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894313000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894314000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894315000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894316000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894317000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894318000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436894319000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436894320000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436894321000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
1436894322000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
2873786245000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
